name,lat,lon,population,alternate_names
Kirchheim unter Teck,48.64683,9.45378,40206,"Kirchheim,Kirkhajm pod Tekom,Kirkhgajm-unter-Tek,Kirkhkhajm-unter-Tekk,Kirxhaym unter Tek,kyrshhaym awntr tk,tai ke shan xia ji er xia yi mu,Кирхајм под Теком,Кирхгайм-унтер-Тек,Кирххайм-унтер-Текк,Кірхгайм-унтер-Тек,Կիրխհայմ ունտեր Տեկ,كيرشهايم اونتر تك,کیرشهایم اونتر تک,泰克山下基尔夏伊姆"
Buckow,52.42162,13.43613,40146,Berlin-Buckow
Märkisches Viertel,52.59841,13.35766,40119,"Berlin-Maerkisches Viertel,Berlin-Märkisches Viertel,Markisches Viertel,Märkisches Viertel"
Laatzen,52.31506,9.79739,40038,"Laatzen,Lacen,Latcen,la cen,latsn,rattsuen,Латцен,Лацен,لآتسن,لاتسن,ラッツェン,拉岑"
Hückelhoven,51.0555,6.22658,39828,"Gjukkel'gofen,Huckelhoven,Hueckelhoven,Hukkelhaove,Hückelhoven,Khikelkhoven,Khjukkel'khofen,hwklhwfn,xu ke er huo fen,Гюккельгофен,Хикелховен,Хюккельхофен,هوكلهوفن,هوکلهوفن,许克尔霍芬"
Dachau,48.26,11.43402,39740,"Dachanum,Dachau,Dakhau,Daxau,Dochau,Ntachaou,ZCR,da hao,dahau,dahhau,dakhaw,teccu,Νταχάου,Дахау,Դախաու,דאכוי,דכאו,داخاو,ڈاکسو,டேச்சு,ダッハウ,达豪,다하우"
Halberstadt,51.89562,11.05622,39729,"Gal'bershtat,Halberstadium,Halberstadt,Halberstatas,Halberštatas,Halverstidde,Khal'bershtadt,Khalbershhat,Khalbershtat,ha bo si ta te,halbrashtat,hlbrshtat,Гальберштат,Халберштат,Халберщат,Хальберштадт,הלברשטאט,هالبراشتات,هلبرشتات,哈伯斯塔特"
Schorndorf,48.80537,9.52721,39697,"Shorndorf,shao en duo fu,shrndwrf,shwrndwrf,Шорндорф,شرندورف,شورندورف,绍恩多夫"
Spandau,52.5511,13.19921,39653,"Spandau,Spandava,Špandava,שפנדאו,سپانڈو"
Neumarkt in der Oberpfalz,49.28028,11.46278,39557,"Aukstutinio Pfalco Noimarktas,Aukštutinio Pfalco Noimarktas,Neumarkt,Neumarkt i.d.OPf.,Neumarkt in der Oberpfalz,Nojmarkt,Nojmarkt in der Oberpfalc,Nojmarkt-in-der-Oberpfal'c,Stadt Neumarkt in der Oberpfalz,nuo yi ma ke te,nwymarkt an dr awbrfalts,nwymarkt ayn dr awbrfaltz,Ноймаркт,Ноймаркт-ин-дер-Оберпфальц,Нојмаркт ин дер Оберпфалц,Նոյմարքթ,نويماركت إن در أوبرفالتس,نویمارکت این در اوبرفالتز,诺伊马克特"
Mettmann,51.2504,6.97536,39550,"Metman,Mettman,Mettmann,mei te man,mtman,Метман,Меттман,متمان,梅特曼"
Löhne,52.18848,8.6922,39521,"Lene,Ljone,Loehne,Lohne,Löhne,lei ne,lwnh,lwnh  nwrdrayn-wstfaln,rene,Лене,Лёне,لونه,لونه، نوردراین-وستفالن,レーネ,勒讷"
Kamp-Lintfort,51.50467,6.54587,39490,"Kamp-Lintfort,Lapangan Terbang Kamp-Lintfort,kamb-lyntfwrt,kan pu-lin te fu er te,kmp-lyntfwrt,Камп-Линтфорт,Камп-Лінтфорт,كامب-لينتفورت,کمپ-لینتفورت,坎普-林特福尔特"
Bensheim,49.68369,8.61839,39439,"Bensgajm,Benshaimas,Bensheim,Benskhajm,ben si hai mu,bensuhaimu,bnshaym,bnzhaym,Бенсгайм,Бенсхайм,Бенсхајм,بنزهایم,بنسهايم,ベンスハイム,本斯海姆"
Siegburg,50.80019,7.20769,39135,"Sieburch,Siegburg,Siegburgum,ZPY,Zigburg,Ziqburq,jikuburuku,xi ge bao,zigburg,zygbwrg,zyghbwrgh,Зигбург,Зігбург,זיגבורג,زيغبورغ,زیگبورگ,ジークブルク,锡格堡"
Freital,51.00166,13.6488,39027,"Frajtal,Frajtal',Freital,Freitale,Freithal,Freitāle,fraytal,fu lai ta er,Фрайтал,Фрайталь,Фрајтал,פרייטאל,فرايتال,فرایتال,弗赖塔尔"
Ettlingen,48.94094,8.40763,38942,"Ediningum,Ehttlingen,Etlingen,Ettlingen,ai te lin gen,atlyngn,aytlynghn,Етлинген,Еттлінген,Эттлинген,إيتلينغن,اتلینگن,埃特林根"
Biebrich,50.0415,8.24878,38758,Biebrich
Warendorf,51.95109,7.98756,38707,"Varehndorf,Varendorf,Warendorf,Warendorp,Warnduorp,wa lun duo er fu,warndwrf,Варендорф,Варэндорф,وارندورف,瓦伦多尔夫"
Sankt Ingbert,49.27697,7.11672,38697,Sankt Ingbert
Falkenhagener Feld,52.55191,13.16802,38667,"Berlin-Falkenhagener Feld,فالکینہاگینیر فیلڈ"
Altenburg,50.98763,12.43684,38568,"AOC,Al'tenburg,Altemburgo,Altenbourg,Altenburg,Altenburgas,Altenburgo,Altenburgum in Misnia,Starograd,a er teng bao,altenbuleukeu,altnbrg,altnbwrg,altnbwrgh,arutenburuku,Алтенбург,Альтенбург,אלטנבורג,آلتنبورغ,آلتنبورگ,التنبرگ,الٹنبورگ,アルテンブルク,阿尔滕堡,알텐부르크"
Schwabach,49.33047,11.02346,38554,"Schwabach,Shvabakh,shi wa ba he,shwabakh,Швабах,شواباخ,施瓦巴赫"
Leuben,51.01122,13.82029,38353,
Saarlouis,49.31366,6.75154,38333,"Saarlouis,Saarlui,Saarluis,Saarluise,Sarljo,Sarlouis,Sarrelouis,ZPT,Zarlui,jaleullu-i,sa er lu yi,sarlwys,zaarlui,zarlwyys,zarurui,Зарлуи,Саарлуис,Саарлуисе,Саарлуї,Сарлоуис,סארלואי,زارلوئیس,زارلوييس,سارلوئس,ზაარლუი,ザールルイ,萨尔路易,자를루이"
Maintal,50.15,8.83333,38313,"Maintal,Majntal,Majntal',mai yin ta er,maintaru,mayntal,Μάινταλ,Майнталь,Мајнтал,ماينتال,ماینتال,マインタール,迈因塔尔"
Linden,52.36449,9.71157,38284,
Buxtehude,53.46994,9.68968,38192,"Bukstekhude,Buxtehude,Gemeen Buxthu,bukusutefude,bwksthwdh,Букстехуде,بوكستهوده,بوکستهوده,ブクステフーデ"
Ahaus,52.07936,7.01344,38165,"Aahusium,Agaus,Ahaus,Akhaus,a hao si,ahaws,Агаус,Ахаус,آهاوس,阿豪斯"
Mühlhausen,51.20896,10.45275,38108,"Milkhauzen,Mjul'khauzen,Mjulkhauzen,Muehlhausen,Muehlhausen/Thueringen,Muhlhausen,Mulhusa Thuringorum,Mühlhausen,Mühlhausen/Thüringen,Thomas-Muntzer-Stadt-Muhlhausen,Thomas-Müntzer-Stadt-Mühlhausen,mi er hao sen,miulhauzeni,mwilhaujen,mwlhawzn,Милхаузен,Мюлхаузен,Мюльхаузен,מילהאוזן,مولهاوزن,მიულჰაუზენი,米尔豪森,뮐하우젠"
Hamm,53.55487,10.05742,37989,
Neustadt/Süd,50.92509,6.94762,37939,
Horn,53.55406,10.08989,37903,"Hamburg-Horn,Khorn,Хорн"
Haltern am See,51.74297,7.18163,37845,"Halahtron,Halostrun,Haltern,Haltern in Westfalen,Khal'terne,Хальтерне"
Beckum,51.75571,8.04075,37814,"Beckum,Bekemo,Bekkum,Bekum,Biaekem,Biäkem,bei ku mu,bkwm  alman,Беккум,Бекум,بکوم، آلمان,贝库姆"
Hofheim am Taunus,50.09019,8.4493,37750,"Gofgajm,Hofheim,Hofheim am Taunus,Hofheim in Taunus,Khofkhajm am Taunus,Khofkhajm-am-Taunus,hwfhaym am tanws,hwfhaym am tawnws,tao nu si shan lu huo fu hai mu,Гофгайм,Хофхайм-ам-Таунус,Хофхајм ам Таунус,هوفهايم آم تاونوس,هوفهایم ام تانوس,ホーフハイム・アム・タウヌス,陶努斯山麓霍夫海姆"
Stendal,52.6069,11.85867,37722,"Hansestadt Stendal,Shtendal,Shtendal',Stendal,Stendal',Stendalia,Stendalis,ZSN,ashtndl,shi teng da er,shtndal,syutendal,Štendalis,Стендаль,Штендал,Штендаль,שטנדאל,اشتندل,شتندال,施滕达尔,슈텐달"
Gropiusstadt,52.42686,13.46053,37686,"Berlin-Gropiusstadt,Gropiusstadt"
Hemer,51.38707,7.77019,37502,"Gemer,Hadamare,Hemer,Khemer,he me xr,hei mo,hemeo,hmr,Гемер,Хемер,همر,เฮเมอร์,黑默,헤머"
Falkensee,52.56014,13.0927,37468,"Fal'kenze,Falkensee,Falkenze,fa er ken sai,falknzy,falknzyh,falkynsy,Фалкензе,Фалькензе,Ֆալկենզե,פאלקנזה,فالكنزيه,فالکنزی,فالکینسی,法尔肯塞"
Riesa,51.30777,13.29168,37156,"IES,Riesa,Riza,Ryzawa,Rīza,li sa,ryza,Риза,Різа,ريزا,ریزا,里薩"
Würselen,50.81809,6.1347,37074,"Virselen,Vjurzelen,Woeschele,Woesjele,Wuerselen,Wurselen,Wöschele,Wösjele,Würselen,fwrsln,wei er sai lun,wwrsln,Вирселен,Вюрзелен,فورسلن,وورسلن,维尔塞伦"
Wermelskirchen,51.1397,7.21583,36816,"Vermel'skirkhen,Vermelskirkhen,Wermelskirchen,frmlzkyrshn,wei mo er si ji xing,wrmlzkyrshn,Вермелскирхен,Вермельскирхен,Вермельскірхен,فرملزكيرشن,ورملزکیرشن,韦默尔斯基兴"
Tegel,52.57601,13.29389,36764,"Berlin-Tegel,Tegel',brlyn tyghl,tyghl,Тегель,برلين تيغل,تيغل"
Leinfelden-Echterdingen,48.69406,9.16809,36672,"Lajnfel'den-Ehkhterdingen,Lajnfelden-Ekhterdingen,Laynfelden Exterdingen,Laynfelden-Exterdingen,Leinfelden-Echterdingen,Ljajnfel'den-Ekhterdingen,lai yin fei er deng-ai xi te er ding gen,laynfldn-ashtrdynghn,laynfldn-ashtrdyngn,Лайнфельден-Эхтердинген,Лајнфелден-Ехтердинген,Ляйнфельден-Ехтердінген,Լայնֆելդեն Էխտերդինգեն,لاينفلدن-إشتردينغن,لاینفلدن-اشتردینگن,莱因费尔登-埃希特尔丁根"
Coesfeld,51.94349,7.16809,36631,"Coesfeld,Cosfeldia,Kesfel'd,Koesfeld,Koosfeld,Kosfel'd,Kosfeld,ke ai si fei er de,ksfld,kwsfld,Кесфельд,Коесфелд,Косфелд,Косфельд,كوسفلد,کسفلد,科埃斯费尔德"
Schwäbisch Hall,49.11127,9.73908,36543,"Hale Suevice,Hall,Halla Suevica,Schwaebisch Hall,Schwäbisch Hall,シュヴェービッシュ・ハル"
Lurup,53.59266,9.87697,36521,Hamburg-Lurup
Niederkassel,50.81503,7.03777,36480,"Neddekaassel,Neddekaaßel,Niderkasel,Niderkassel',Niederkassel,bonn-niederholtdorf,nydrkasl,xia ka sai er,Нидеркасел,Нидеркассель,Нідеркассель,نيدركاسل,نیدرکاسل,下卡塞尔"
Porta Westfalica,52.22961,8.91612,36364,
Datteln,51.65598,7.3453,36338,"Dateln,Dattel'n,Datteln,da te er en,datln,Дателн,Даттельн,داتلن,达特尔恩"
Kempen,51.36432,6.41858,36312,"Kempen,ken peng,kmpn  alman,Кемпен,کمپن، آلمان,肯彭"
Voerde,51.59703,6.6863,36047,"Ferde,Fjorde,Forde,Voerde,fu ai er de,fwrdh,fwrdt,Ферде,Форде,Фёрде,فوردة,فورده,福埃尔德"
Barmbek-Süd,53.58007,10.04067,35880,
Backnang,48.94743,9.43718,35778,"Backnang,Baknang,ba ke nan,baknang,baknangh,Бакнанг,باكنانغ,باکنانگ,巴克南"
Pasing,48.14146,11.45599,35728,Pasing
Wesseling,50.82709,6.9747,35665,"Veseling,Vesseling,Wesseling,fyzylyngh,wei se ling,wzlyngn,Веселинг,Весселинг,Весселінг,فيزيلينغ,وزلینگن,韦瑟灵"
Emsdetten,52.1734,7.52781,35582,"Ehmsdetten,Emsdeten,Emsdetten,ai mu si dai teng,amstdn,amzdtn,Емсдетен,Емсдеттен,Эмсдеттен,إمستدن,امزدتن,埃姆斯代滕"
Farmsen-Berne,53.60639,10.11972,35477,
Langen,49.98955,8.66852,35416,"Langen,langhn,langn,rangen,Ланген,لانغن,لانگن,ランゲン"
Neu-Isenburg,50.04832,8.69406,35293,"Neu Isenburg,Neu-Isenburg,Neulsenburg,Noj-Izenburg,Ной-Изенбург"
Zweibrücken,49.24686,7.36977,35221,"Bipontium,Cvajbriken,Cvajbrjukken,Deux Ponts,Deux-Ponts,Dos Puentes,Two Bridges,Zweebrigge,Zweibrucken,Zweibruecken,Zweibrücken,ci wei bu lu ken,tsuvuaiburyukken,tswaybrwkn,Цвайбрюккен,Цвајбрикен,تسوایبروکن,ツヴァイブリュッケン,茨魏布吕肯"
Sinsheim,49.2529,8.87867,35219,"Sinse,Zinsgajm,Zinsheimas,Zinskhajm,jinseuhaim,jinsuhaimu,synshaym,xin si hai mu,zynshaym,Зинсхайм,Зинсхајм,Зінсгайм,زینسهایم,سينسهايم,ジンスハイム,辛斯海姆,진스하임"
Ottensen,53.55213,9.92421,35136,"Hamburg-Ottensen,Otenzen,Ottensen,Отензен"
Greven,52.09364,7.59396,35080,"Grefen,Grevaon,Greven,Grēvaon,ge lei fen,ghryfyn,grfn,Гревен,Грефен,غريفين,گرفن,格雷芬"
Eidelstedt,53.60697,9.90538,35078,"Eidelstedt,Hamburg-Eidelstedt"
Bonn Hardtberg,50.704,7.054,35000,
Uelzen,52.96449,10.56704,34996,"Il'cen,Ilcen,Uelzen,Ulyssea,Wilcaus,awyltsn,yu er cen,Ільцен,Илцен,Ильцен,أويلتسن,اویلتسن,于尔岑"
Lage,51.99223,8.79301,34885,"Lage,la ge,lagh  nwrdrayn-wstfaln,laghh,rage,Лаге,لاغه,لاگه، نوردراین-وستفالن,ラーゲ,拉格"
Bernau bei Berlin,52.67982,13.58708,34866,"Bernau,Bernau baj Berlin,Bernau kaj Berlin,Bernava pie Berlines,Bernava pie Berlīnes,Bernoa,bai lin fu jin bei er nao,brna bay brlyn,Бернау,Бернау бај Берлин,Бернау кај Берлин,Բերնաու,ברנאו שליד ברלין,برنا بای برلین,柏林附近贝尔瑙"
Tuttlingen,47.98464,8.8177,34847,"Tutlingen,Tuttlingen,tu te lin gen,twtlynghn,twtlyngn,Тутлинген,Тутлінген,توتلينغن,توتلینگن,图特林根"
Merseburg,51.35478,11.98923,34780,"Mersebourg,Merseburg,Merseburga,Merzeburg,Mjezybor,mei ze bao,mrsybwrgh,mrzbwrg,Мерзебург,מרזבורג,مرسيبورغ,梅泽堡"
Vegesack,53.17923,8.62228,34757,"Bremen-Vegesack,Vegesack"
Steinfurt,52.15045,7.33664,34601,"Shhajnfurt,Shtajnfurt,Staynfurt,Stemmert,ashtaynfwrt,shi tai yin fu er te,shtaynfwrt,Ştaynfurt,Штайнфурт,Штајнфурт,Щайнфурт,اشتاینفورت,شتاينفورت,施泰因富尔特"
Wernigerode,51.83652,10.78216,34463,"Vernigerode,Vernigerodeh,Vernigerodė,Wernigerode,fyrnyghyrwdh,vuerunigerode,wei er ni ge luo de,wrnygrwdh,Вернигероде,Вернігеродэ,Верніґероде,ורניגרודה,فيرنيغيروده,ورنیگه‌روده,ヴェルニゲローデ,韦尔尼格罗德"
Balingen,48.27525,8.85464,34414,"Balingen,ba lin gen,balynghn,balyngn,Балинген,Балінген,بالينغن,بالینگن,巴林根"
Meppen,52.69064,7.29097,34198,"Mepen,Meppen,mbn,mpn,Мепен,Меппен,مبن,مپن"
Papenburg,53.07769,7.41516,34117,"Papenbourg,Papenburg,Papenburgo,babnbwrgh,pa peng bao,papnbwrg,Папенбург,بابنبورغ,پاپنبورگ,帕彭堡"
Geldern,51.51908,6.32363,34013,"Gel'dehrn,Gel'dern,Geldere,Geldern,Geldria,Gelre,Gheldria,Gueeldres,Guelders,Gueldre,Güeldres,ge er de er en,ghyldrn,gldrn,Гелдерн,Гельдерн,Гельдэрн,غيلدرن,گلدرن,格尔德尔恩"
Kehl,48.57297,7.81523,34009,"Kehl,Kehl am Rhein,Kehl im Hanauerland,Kel,Kel',Kiel,Stadt Kehl,kai er,keru,kl  badn-wwrtmyrg,kyhl,Кел,Кель,كيهل,کل، بادن-وورتمیرگ,ケール,凱爾"
Jülich,50.92149,6.36267,33911,"Iuliacum,Jilikh,Joellesch,Juelich,Julich,Julichas,Juliers,Julikh,Jöllesch,Jülich,yu li xi,ywlysh,Јилих,Юлих,Юліх,يوليش,یولیش,于利希"
Leer,53.23157,7.461,33886,"Hleri,Leer,Ler,Leri,Lier,lr,lr  nydrzaksn,lyr,rea,Лер,לר,لر، نیدرزاکسن,لير,レーア"
Limburg an der Lahn,50.3836,8.0503,33820,"Limburg,Limburg an der Lahn,Limburg na Lan,Limburg na Lani,Limburg-an-der-Lan,Limburg-na-Lane,Limburgo del Lahn,Limburgo sulla Lahn,Limburgum ad Lahnam,lan he pan lin bao,limbuleukeuandeeolan,lymbwrg an dr lan,lymbwrgh an dr lan,Лимбург на Лан,Лимбург на Лани,Лимбург-ан-дер-Лан,Лимбург-на-Лане,Лімбург-ан-дер-Лан,Лімбург-на-Лане,ليمبورغ آن در لان,لیمبورگ آن در لان,兰河畔林堡,림부르크안데어란"
Fennpfuhl,52.52921,13.47267,33751,Berlin-Fennpfuhl
Goch,51.67873,6.15895,33706,"Goch,Gokh,ge he,ghwkh,gkh,Гох,غوخ,گخ,戈赫"
Ostfildern,48.72704,9.24954,33598,
Fürstenwalde,52.36067,14.06185,33539,"Firstenvalde,Fjurstenval'de,Fuerstenwalde,Fuerstenwalde/Spree,Furstenwalde,Fürstenwalde,Fürstenwalde/Spree,fei er si teng wa er de,fwrstnwaldh,Фирстенвалде,Фюрстенвальде,فورستنوالده,菲尔斯滕瓦尔德"
Fürstenfeldbruck,48.17904,11.2547,33533,"Bruck,FEL,Firstenfeldbruk,Fiurstenfeldbrukas,Fjul'stehnfel'dbruk,Fjurstenfel'dbruk,Fjurstenfeldbruk,Fuerstenfeldbruck,Fuerstenfeldburg,Furstenfeld,Fürstenfeldbruck,fei er si teng fei er de bu lu ke,fjurstenfel'dbruk,fwrstnfldbrwk,Фирстенфелдбрук,Фюльстэнфельдбрук,Фюрстенфелдбрук,Фюрстенфельдбрук,Ֆյուրսթենֆելդբրուք,فرسٹنفلڈبرک,فورستنفلدبروك,فورستنفلدبروک,菲尔斯滕费尔德布鲁克"
Erding,48.30603,11.90686,33519,"Aerding,Arrdeng,Ehrding,Erding,Erding As,Erdingas,ai er ding,ardyng,Ėrdingas,Ердинг,Эрдинг,اردینگ,ارڈنگ,埃尔丁"
Korschenbroich,51.19139,6.51352,33406,"Korshenbroikh,Korshenbrojkh,Korsjebrooch,ke er shen bu luo yi xi,krshnbrwysh,kwrshnbrwysh,Коршенброих,Коршенбройх,كورشنبرويش,کرشنبرویش,科尔申布罗伊希"
Dietzenbach,50.00976,8.77783,33256,"Dicenbakh,Dietzenbach,Ditcenbakh,Stadt Dietzenbach,di cen ba he,ditsuenbahha,dytsnbakh,dyznbakh,Дитценбах,Диценбах,Дітценбах,ديتسنباخ,دیزنباخ,ディーツェンバッハ,迪岑巴赫"
Itzehoe,53.92099,9.51529,33047,"IZE,Icekho,Itcekho,Itcekhoe,atshwhh,atshwyh,yi ce huo ai,yzhw,Итцехо,Итцехое,Ицехо,יצהו,إتسهويه,اتسهوهه,伊策霍埃"
Burglesum,53.16532,8.68873,33000,
Buer,51.5774,7.0518,32919,Buer
Seelze,52.39635,9.59727,32899,"Seelze,Zel'ce,Zelce,sai er ce,zyltsh,Зелце,Зельце,زيلتسه,زیلتسه,塞尔策"
Mörfelden-Walldorf,49.99472,8.58361,32753,"Merfel'den-Vall'dorf,Merfelden-Valdorf,Mjorfel'dehn-Val'dorf,Mjorfel'den-Val'dorf,Moerfelden-Walldorf,Morfelden-Walldorf,Mörfelden-Walldorf,meruferuden=vuarudorufu,mo fei er deng-wa er duo fu,mwrfldn-waldwrf,Мерфелден-Валдорф,Мерфельден-Валльдорф,Мёрфельден-Вальдорф,Мёрфельдэн-Вальдорф,مورفلدن-والدورف,メルフェルデン＝ヴァルドルフ,默费尔登-瓦尔多夫"
Höxter,51.77501,9.38155,32713,"Hoexter,Hoxaria,Huscaria,Huxaria,Huxori,Höxter,Khekster,Khjokster,he ke si te er,hwkstr,Хекстер,Хёкстер,هوکستر,赫克斯特尔"
Gevelsberg,51.31971,7.3392,32664,"Gefel'sberg,Gevel'sberg,Gevelsberg,Gevelsbergum,Gievelsbiaerg,Gievelsbiärg,gai wo er si bei ge,gflsbrg,ghyflsbrgh,Гевелсберг,Гевельсберг,Гефельсберг,غيفلسبرغ,گفلسبرگ,盖沃尔斯贝格"
Winsen,53.35777,10.21161,32662,"Winsen,Winsen (Luhe),Winsen an der Luhe"
Herrenberg,48.59523,8.86648,32649,"Gerrenberg,Herenberg,Herrenberq,Kherenberg,Kherrenberg,hei lun bei ge,herenbergi,hrnbrg,hyrnbrgh,Герренберг,Херенберг,Херренберг,Հերենբերգ,هرنبرگ,هيرنبرغ,ჰერენბერგი,黑伦贝格"
Radebeul,51.10654,13.66047,32643,"Radebeile,Radebojl,Radebojl',Radobyle,Rādebeile,la de bo yi er,radbwyl,radhbwyl,Радебойль,Радебојл,رادبویل,رادهبويل,拉德博伊尔"
Nienburg,52.6461,9.22086,32629,"Nienborg,Nienburg,Nienburg/Weser,Nijnburg,Ninburg,Ninburga pie Vezeres,Nīnburga pie Vēzeres,ninburuku/vueza,ning bu er ge,nynbwrg,nynbwrgh,Нийнбург,Нинбург,Нінбург,نينبورغ,نینبورگ,ニーンブルク/ヴェーザー,宁布尔格"
Viernheim,49.54033,8.5782,32620,"Firngajm,Firnkhajm,Vernem,Viernheim,fei er en hai mu,firunhaimu,fyrnhaym,Фирнхайм,Фирнхајм,Фірнгайм,Фірнхайм,فيرنهايم,فیرنهایم,フィールンハイム,菲尔恩海姆"
Ennepetal,51.29848,7.3629,32607,"Ehnnepetal',Enepetal,Iaempedal,Iämpedal,ai nei pei ta er,anybhtal,anyptal,Енепетал,Эннепеталь,إنيبهتال,انیپتال,埃内佩塔尔"
Georgsmarienhütte,52.20296,8.0448,32580,"Georgsmarienhuette,Georgsmarienhutte,Georgsmarienhütte,Georgsmarienkhjutte,Georgsmarinkhite,ge ao er ge si ma lin xu te,ghywrghsmarynhwth,gywrgsmarynhwth,Георгсмариенхютте,Георгсмаринхите,גיאורגסמריינהוטה,غيورغسمارينهوته,گئورگسمارینهوته,格奥尔格斯马林许特"
Rheinfelden,47.56013,7.78715,32535,"Badisch-Rheinfelden,Rajnfel'den,Rheinfelden,Rheinfelden (Baden),Райнфельден"
Königs Wusterhausen,52.30141,13.633,32513,"Kenigs Vusterkhauzen,Kenigs-Vusterkhauzen,Kenigsvusterhauzene,Kjonigs-Vusterkhauzen,Koenigs Wusterhausen,Konigs Wusterhausen,Königs Wusterhausen,Kēnigsvusterhauzene,Parsk,ke ni xi si wu si te hao sen,kwnyghz fwstrhawzn,kwnygz wwstrhawzn,Кенигс Вустерхаузен,Кенігс-Вустерхаузен,Кёнигс-Вустерхаузен,Քյոնիգս Վուստերհաուզեն,קניגס ווסטרהאוזן,كونيغز فوسترهاوزن,کونیگز ووسترهاوزن,柯尼希斯武斯特豪森"
